Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
dc2acc61-c45b-4392-806e,2024/01/27,20:27:26,Online,Contactless  ,,Std,Advance,3.0,Manchester Piccadilly,Liverpool Lime Street,01/28/2024,18:45:00,7:15 PM,,Cancelled,Staffing,no
3ebac775-33f5-490e-b83c,2024-01-09,00:44:07,Online,CC,, Standard  ,Off-Peak,5.0,Liverpool Lime Street, Manchester Piccadilly  ,2024-01-09,02:00:00,02:30:00,02:30:00,On Time,,false
9bb950aa-5344-4765-a57e,04/18/2024,18:58:56,Online,Creditcard,DISABLED, standard,Off-Peak,3.0,manchester piccadilly, liverpool lime street,2024-04-18,20:15:00,20:45:00,20:45:00,On-Time,,No
4e3d8695-639b-46ac-bd24,2024-02-27,2:42 PM,ONLINE,CONTACTLESS,,Standard  ,Advance,,London Kings Cross, York,2024-02-29,13:00:00,14:50:00,14:50:00,ON TIME,,false
2b2bf794211144bf8758,03/03/2024,10:45:53, online,Debit Crad, Adult,Standard,Advance,2.0,Manchester Piccadilly, LIVERPOOL LIME STREET  ,03/04/2024,9:15 AM,09:45:00,09:45:00,delayed, weather  ,N
66d05d3b-1895-4632-9742,2024-04-12,12:33 PM,Station  ,Credit Card,,STANDARD, Advance,-,Manchester Piccadilly,liverpool lime street,2024-04-13,11:00:00,11:30:00,11:30:00,On Time,N/A,FALSE
111fc475-20b7-4e2b-a54d,04/10/2024,2:50 AM,Station,Contactless  ,disabled,Standrd,OFF-PEAK,,Liverpool Lime Street,MANCHESTER PICCADILLY,10/04/2024,04:15:00,04:45:00,4:45 AM,on time,,no
70ad37b2-8e70-4a38-86c4,02/24/2024,14:52:01, Online,Contactless,Adult,Std,Off-Peak,2.00 GBP,Manchester Piccadilly  ,liverpool lime street,02/24/2024,16:15:00,16:45:00,16:45:00, on time  ,,0
33782eda-ee6a-44aa-87f4,16-04-2024,4:16 PM,STATION,CREDIT CARD,,standard,ANYTIME,£16.00, London St Pancras,Birmingham New Street,04/16/2024,17:45:00,19:05:00,19:05:00,On Time,,0
78288F5C-2E86-46BE-A381,08-02-2024,07:37:26,Online,Contact less,,standard,advance,35.0,London Kings Cross,York,09-02-2024,06:00:00,7:50 AM,07:50:00,OnTime,,N
a3c2be5f-258a-4e2d-b831,23-01-2024,06:37:11,STATION  ,Credit Card,,Standard,Anytime,168.0,Manchester Piccadilly,LONDON EUSTON,2024-01-23,08:00:00,09:50:00,10:43:00,Delayed,Weather,0
ad6d70e3-521e-4eab-bac3,2024/03/07,12:45 PM,online,Contactless,Disabled, Standard,Off-Peak,7.0,london euston,Birmingham New Street  ,07/03/2024,14:15:00,15:35:00,3:35 PM,OnTime,,FALSE
d0a81b9e-f1a5-4da8-8651,2024-01-24,08:04:47,Station,Credit Card  ,,Standard  ,Advance  ,13.0,reading,London Paddington,01/25/2024,06:30:00,06:55:00,6:55 AM,On Time,,no
490bce63403e40c6b424,"January 22, 2024",17:32:26,STATION  ,Credit Card,adult,Standard,Advance,23.0,London Kings Cross,York  ,"January 23, 2024",4:00 PM,5:50 PM,17:50:00,On Time  ,,N
1118a23c-88e5-4c75-8191,2024/01/27,16:03:35, Online, Credit Card,Adult,First Class,OFF-PEAK,10.0,Liverpool Lime Street  ,Manchester Piccadilly,27-01-2024,17:30:00,18:00:00,18:00:00,On Time,,N
681e4a4d-f0e5-4d74-9523,2024-02-16,07:23:04,online,credit card,,Standard,Anytime,25.0,London Paddington  , Reading  ,2024-02-16,7:45 AM,08:45:00,None,On Time,,N
754f4ed2-e072-480a-8b3f,21/03/2024,08:25:16,Online,credit card,,Standard,Advance,13.00 GBP,London Paddington,Reading,22-03-2024,07:45:00,08:45:00,8:45 AM, on time  ,,false
aa4176ec-6ebc-479f-81b6,"February 06, 2024",09:03:29,online,Credit Crad,,Standard,Advance,3.0, London Paddington,London Waterloo,02/07/2024,07:30:00,9:00 AM,9:00 AM,OnTime,,0
B7719025-115B-41D6-97D7,03/06/2024,5:26 AM,Station,n/a,,Std,Anytime,6.0,liverpool lime street,MANCHESTER PICCADILLY,06/03/2024,6:45 AM,07:15:00,07:15:00,OnTime,,N/A
d6986079-fe40-4bea-b5f7,2024-04-16,15:47:29,Online  ,Credit Card,,Standard,ANYTIME  ,70.0, london kings cross  ,York,2024-04-16,17:15:00,19:05:00,19:05:00,OnTime,,
3deff1a8-1b6d-4363-a450,31/03/2024,14:59:02,Online,Credit Card,,Standard,off-peak,5.0,liverpool lime street,Manchester Piccadilly  ,2024-03-31,16:15:00,16:45:00,16:45:00, on time  ,,N
6273410e-ed6e-4459-bbcf,10-02-2024,14:40:35,STATION,Contactless,N/A,Standard,Off-Peak,2.0,Manchester Piccadilly,LIVERPOOL LIME STREET,10/02/2024,16:00:00,16:30:00,, Cancelled,Technical Issue,N
22375351-63f5-467c-98ad,2024/01/06,2:31 PM,Station, CREDIT CARD,Adult  ,First Class, Off-Peak,£52.00,London Euston,Birmingham New Street,01/06/2024,16:00:00,17:20:00,5:20 PM, On Time,,false
65f3a7b3-51bc-41d0-83ca,09/03/2024,02:17:14, station, credit card  ,, Standard,advance,3.0,Liverpool Lime Street,Manchester Piccadilly,2024-03-10,00:45:00,01:15:00,01:15:00,On-Time,,N
d5f17ccb-7d8c-47ac-97ba,2024-01-15,18:20:36,Online  ,Contactless,,Std,Advance  ,76.0,Liverpool Lime Street,london euston,16/01/2024,16:45:00,19:00:00,7:00 PM, On Time,,N
E8F5C7A2-F33C-4ED7-914B,22-04-2024,12:22:06,Station,credit card,,Std,Off-Peak,13.0,Liverpool Lime Street,Sheffield,"April 22, 2024",13:45:00,3:00 PM,15:00:00,on time,,false
15b320ef-a898-4903-8933,2024/02/16,18:38:56,ONLINE,Contactless,,Standard,advance,3.0,manchester piccadilly,Liverpool Lime Street,2024/02/22,5:00 PM,17:30:00,5:30 PM,On Time,,0
24909f27-86c4-4c85-8f13,2024-04-11,2:46 PM,Station, Contactless,,First Class,Advance,27.0,London Paddington, Reading,12/04/2024,13:15:00,14:15:00,14:15:00, ON TIME,,false
4848390C-7A21-49EE-A8B2,2024/03/24,11:57:01,Station,Contact less,-,Standrd,ADVANCE,4.0,London Euston,Birmingham New Street,2024/03/25,10:15:00,11:35 AM,11:35 AM,On Time  ,,no
7869400f-1c88-48c6-8783,02/16/2024,20:31:04, Station  ,Contactless,,Standard, ADVANCE,£35.00,London Kings Cross  ,York  ,"February 25, 2024",17:45:00,19:35:00,None,On Time,,No
1C6CF98A-AF6B-40B4-B6AC,2024-04-07,15:42:44,Station  ,,,Standard,Off-Peak,12.0,LONDON ST PANCRAS,Birmingham New Street,2024-04-07,17:00:00,18:20:00,18:20:00,ON TIME,,FALSE
be7ff88c-fe91-481d-b8b4,07/02/2024,15:24:35,Station,Contactless  ,,Standrd,Anytime,70.0,LONDON KINGS CROSS,York,2024-02-07,17:45:00,19:35:00,7:35 PM, On Time,,No
a561ef892dca4f349ae5,19/03/2024,18:14:49,Station, Debit Card,Adult,First class ,Advance,89.0,Manchester Piccadilly,London Euston,2024-03-20,17:30:00,19:20:00,19:27:00,Delayd,Technical Issue,Yes
aa39202e-093d-420d-b639,2024-02-22,10:40:33,ONLINE, Contactless,N/A,Standard  ,Off-Peak  ,12.0,London St Pancras,birmingham new street,02/22/2024,12:00:00,1:20 PM,,Cancelled,Staffing,N
4dd1d7bb-6210-46de-94b5,2024/04/21,2:53 PM,Online,credit card,n/a,Std, Off-Peak,10.0,London Euston,birmingham new street,2024-04-21,16:15:00,5:35 PM,17:35:00,On-Time,,no
1de56930-1a1a-4382-8325,01/21/2024,19:42:03, Station  ,Credit Card,,Std,Advance,3.0, Manchester Piccadilly, liverpool lime street,22/01/2024,17:45:00,18:15:00,18:15:00,On-Time,N/A,0
c682c2ee-c39f-4163-a273,2024-04-25,06:22:12,Station  ,Contactless,,Standard,Anytime,171.0, manchester piccadilly,London Paddington,25/04/2024,07:45:00,10:00:00,,ON TIME,,n/a
ed24b1b1-1251-46d2-a0ce,2024-01-14,14:28:57,Online,Credit Card,Disabled,standard  ,Advance  ,8.0,London Paddington,Reading,2024-01-15,12:45:00,13:45:00,n/a,OnTime,-,N
b73dd76b-54cf-4563-8ef5,02/04/2024,6:56 PM,Online,n/a,,STANDARD,Off-Peak  ,£54.00, birmingham new street,Edinburgh,"February 04, 2024",8:15 PM,00:45:00,00:45:00, On Time,,No
cc56f353-e961-4c4c-8c2a,06-01-2024,11:02 PM,Station,Credit Card,,STANDARD,advance,7.0,LONDON EUSTON,birmingham new street  ,2024/01/07,21:30:00,22:50:00,10:50 PM,on time  ,,FALSE
f7993f9c-4931-47f5-aa90,2024-02-09,08:21:55,Online  ,Credit Card  ,None,STANDARD  ,ADVANCE,13.0, London Paddington,READING,2024-02-10,7:45 AM,8:45 AM,08:45:00,On-Time,,-
2206978e-c57a-4daa-8955,19-01-2024,21:59:44,Station  ,Credit Card,,STANDARD,Advance,13.0,London Paddington,Reading,2024-01-20,20:15:00,21:15:00,21:15:00,On Time,,false
cda7c1cf-74dc-40ea-a7e5,02/15/2024,6:03 AM,Online,Credit Card  ,,standard,Advance,£86.00,Manchester Piccadilly  ,London Paddington  ,16-02-2024,04:30:00,06:45:00,06:45:00,ON TIME,,0
261A887B-5246-4ED3-BF7B,2024/03/13,16:10:04,Station,Creditcard,,First Class,Anytime,19.0,MANCHESTER PICCADILLY  ,Liverpool Lime Street,"March 13, 2024",17:45:00,18:15:00,18:15:00,OnTime,,n/a
128530ae-017f-4332-9233,2024-04-02,12:59:57,Online,CONTACTLESS  ,Adult  ,Standard,off-peak,3.0,Manchester Piccadilly  ,Liverpool Lime Street,2024-04-02,14:15:00,14:45:00,2:45 PM,on time,,FALSE
6ad5bca6-81cc-4556-97be,"April 27, 2024",21:43:12,Station,Credit Card,,Standard, ADVANCE,8.0,London St Pancras,BIRMINGHAM NEW STREET,28/04/2024,20:00:00,21:20:00,21:20:00,On Time,,no
d6215a62-673d-4e4e-8805,2024-04-02,8:22 AM,Online,Credit Card,,Standard,Advance,18.0,london paddington,OXFORD,03-04-2024,7:45 AM,09:15:00,, on time,,FALSE
3be8aac1-fe38-4f7f-adaa,2024-02-02,17:33:48,Station  ,Credit Card  ,Adult,Std,advance  ,, London Kings Cross,York,02/03/2024,4:00 PM,17:50:00,17:50:00,OnTime,,false
a00785a6-b413-4b0b-b7a5,2024-03-10,6:21 PM,ONLINE,NULL,Senior,Std,Off-Peak,2.0,Manchester Piccadilly  ,LIVERPOOL LIME STREET,2024-03-10,6:45 PM,7:15 PM,19:15:00,ON TIME,,No
d2625f44-8751-4bd5-9629,2024-02-19,00:08:36,STATION,CREDIT CARD  ,,STANDARD,Advance,7.0, London Euston, Birmingham New Street,02/29/2024,22:30:00,11:50 PM,23:50:00,On-Time,,N
80e4de8f-52bb-4333-b14a,2024/03/18,5:18 PM,Online,Credit Card,,STANDARD,Anytime  ,10.0,birmingham new street,tamworth  ,18/03/2024,18:45:00,7:05 PM,7:05 PM,on time,,no
f1067a29-342a-4754-9b7c,01/06/2024,13:08:05,Station,Credit Card,Adult,standard, Off-Peak,13.0,London Paddington  ,reading  ,2024-01-06,14:30:00,3:30 PM,15:30:00, On Time,,no
3b83ccdd-8d5b-47df-b155,10/03/2024,23:00:33,Online,Contactless,,Standard,Advance,35.0,london kings cross,York  ,03/11/2024,00:30:00,02:20:00,02:20:00,On Time,-,0
58895e0d-7708-40a3-bf3f,24-04-2024,11:01:24,Online,None,,Standard,off-peak,5.0,LIVERPOOL LIME STREET,Manchester Piccadilly,24-04-2024,12:30:00,13:00:00,1:00 PM,OnTime,,N
1b45fc88-b4db-4f4e-8ee5,16-04-2024,08:13:40,Online,contactless,Senior,Standard, advance,£15.00,Birmingham New Street,LONDON ST PANCRAS,17-04-2024,06:30:00,07:50:00,07:50:00,On Time,,FALSE
71c9d37d-a5e2-46a5-91ee,30/03/2024,07:20:49,Online, Credit Card,, STANDARD,Off-Peak,53.0,london kings cross  ,york,2024-03-30,7:45 AM,09:35:00,,On-Time,,N
997410fc-1257-41b8-bff6,09/02/2024,08:57:03,Online,n/a,,Standard  ,advance,None, LONDON KINGS CROSS  ,York,02/10/2024,07:15:00,09:05:00,9:05 AM,On Time,,N
2793ee27-5420-4b7b-9cca,2024-01-26,3:41 AM,ONLINE,CREDIT CARD,,Standard,Advance,3.0,LIVERPOOL LIME STREET, manchester piccadilly,27/01/2024,02:00:00,02:30:00,2:30 AM,On Time,,FALSE
a95a0679-49c7-45e0-95f3,12-02-2024,17:42:06,station,Contactless, Senior,Std,Advance,2.0,Manchester Piccadilly, Liverpool Lime Street  ,2024-02-22,16:00:00,4:30 PM,16:30:00,On Time,,no
346aa5c0-7ec4-462c-ad75,20-01-2024,14:53:17,ONLINE,Contactless,Adult,STANDARD,OFF-PEAK,2000.0, manchester piccadilly, Liverpool Lime Street,01/20/2024,16:15:00,16:45:00,16:45:00,On Time  ,,false
c9195d71-4c55-4f62-a3dd,2024/03/23,6:13 AM,Online, Credit Card,, Standard, Off-Peak,53.0,london kings cross,York,03/23/2024,7:30 AM,09:20:00,09:20:00,OnTime,,0
ad182b5c-1362-476d-a0ce,22/03/2024,23:39:42, ONLINE,Creditcard,,Standard,Advance,3.0,Liverpool Lime Street,manchester piccadilly,03/23/2024,01:00:00,01:30:00,01:30:00, On Time,,No
e082168e-f91e-41a7-9a49,2024/04/23,8:37 AM,Online  ,credit card,, Standard,Advance  ,13.0,London Paddington,Reading,24/04/2024,07:00:00,08:00:00,08:00:00,On-Time,,no
6c2e9428-038c-4c2b-926a,04/12/2024,17:34:51,Online,Contactless,,Standard,Off-Peak,10.0,London Euston  ,Birmingham New Street  ,12-04-2024,7:00 PM,20:20:00,NULL, On Time,,0
927a6c4d-c678-417f-8339,01/15/2024,04:48:13,Online  ,Contacless,senior  ,Standard,anytime  ,-3.0,MANCHESTER PICCADILLY,Liverpool Lime Street,2024-01-15,06:15:00,06:45:00,06:45:00,on time,,N
4a09ec41-4033-405a-9133,03/13/2024,10:14:16,Station,Credit Card,,standard, OFF-PEAK,£10.00,London Euston, Birmingham New Street,13/03/2024,11:30:00,12:50:00,12:50 PM,On Time,,FALSE
3a1da690-0589-4a0b-b296,2024-04-03,10:48 PM,Station,CONTACTLESS,,Standard,Advance,3.0,Liverpool Lime Street,Manchester Piccadilly  ,04-04-2024,00:15:00,00:45:00,00:45:00,ON TIME,,0
ff705802-1b87-4408-8b11,21-01-2024,05:09:45, Online,Credit Card,-, Standard,OFF-PEAK,22.0, Birmingham New Street, London St Pancras,21/01/2024,06:30:00,07:50:00,07:50:00,On Time,n/a,false
69e5d4ca-eeb2-492b-9c36,16/01/2024,21:22:14,ONLINE  ,Credit Card  ,,Standard,Advance,-,Liverpool Lime Street,manchester piccadilly,2024-01-17,19:45:00,20:15:00,8:15 PM,On Time,,false
b2687247-f567-4c84-b682,04/15/2024,11:08:10,Online,contactless,, Standard  ,Off-Peak,5.0, Liverpool Lime Street,Manchester Piccadilly,04/15/2024,12:30:00,13:00:00,13:00:00,On Time,,false
fcfed5ad-1a2a-4761-b53d,02/04/2024,05:52:54,Online,Contactless,,Std, Off-Peak,5.0,Liverpool Lime Street,Manchester Piccadilly,02/04/2024,07:15:00,7:45 AM,07:45:00,On Time,,N
d1a3ab32-f3f1-461e-83dc,"January 15, 2024",8:14 AM, Online,Credit Card,Disabled,Standrd,advance,15.0, Birmingham New Street,London St Pancras,16/01/2024,06:30:00,7:50 AM,07:50:00,On-Time,,no
19550585-bfed-41a9-a8c8,2024-01-03,06:35:56,Station,Credit Card,,Standard,Anytime  ,151.00 GBP,Liverpool Lime Street  ,london euston,03/01/2024,8:00 AM,10:15:00,11:09 AM,Delayed,Weather,false
1b2c7be6-2aac-40d1-8324,2024-04-06,7:24 PM,Online,CREDIT CARD,Senior,Standard,Advance,NULL,Manchester Piccadilly,Liverpool Lime Street  ,2024-04-07,18:45:00,19:15:00,19:15:00, On Time  ,,No
e07bceb8-caf9-4505-87a5,"February 17, 2024",20:32:14,Station  ,credit card,,STANDARD,Advance,5.0,birmingham new street,STAFFORD,02/18/2024,17:45:00,18:15:00,18:15:00,On Time,,0
3585b0bc-cb30-49b8-af11,04/01/2024,12:00:13,station  ,Credit Crad,,Standard  ,Off-Peak,19.00 GBP,Reading,London Paddington,04/01/2024,13:30:00,13:55:00,13:55:00,On-Time,,No
b8cfcb69-8774-4bcb-b69c,04/19/2024,10:04 AM,Station,Credit Crad,,standard,Off-Peak,10.0,london euston,Birmingham New Street  ,"April 19, 2024",11:30:00,12:50:00,12:50 PM,On Time,,No
ae4f1db47954481a879f,09/01/2024,20:27:03,station,None,NULL,STANDARD,advance,13.0, London Paddington,reading,01/10/2024,6:45 PM,19:45:00,19:45:00,On Time,,no
8b595492-9db7-4781-97fa,2024/02/05,10:58:33,Online,, Disabled,Standard  ,Advance,5.0,LONDON ST PANCRAS,Birmingham New Street,2024-02-16,09:15:00,10:35:00,10:35:00,On Time,,no
f1b34459-a3b4-4f9f-b51a,"March 26, 2024",14:01:43,ONLINE  ,Credit Card  ,Disabled,first class,Off-Peak,52.0,London Euston,Birmingham New Street,26-03-2024,15:30:00,16:50:00,16:50:00,On-Time,,FALSE
b3f1f26f-6f1e-477f-acc7,06/03/2024,10:56:37, Online,Contactless, Senior,STANDARD, Advance  ,2.0,manchester piccadilly  ,Liverpool Lime Street,"March 07, 2024",09:15:00,09:45:00,09:45:00,On-Time,,0
57f16ddb-d93f-488f-8041,05/04/2024,17:57:12,Online,Contact less,Adult,Std,Advance,2.0,MANCHESTER PICCADILLY  ,Liverpool Lime Street,06-04-2024,16:15:00,16:45:00,16:45:00,On Time,,no
1c485ad9-f04c-4b5e-962f,05-01-2024,15:45:56,STATION,contactless,NULL,Standard,Anytime,6.0,Liverpool Lime Street,manchester piccadilly,05/01/2024,5:15 PM,17:45:00,17:45:00,On Time,,no
38a5f11b-8dba-408d-b1ae,20/02/2024,6:36 AM,station  ,Credit Card,,Standard,Anytime,151.0,Liverpool Lime Street,london euston,02/20/2024,8:00 AM,10:15 AM,11:01:00, Delayed,Weather,N
02b4401e-8967-48ec-bb25,"February 12, 2024",09:10:27, online,Credit Card  ,NULL,First class ,advance,11.0,York,Doncaster,13-02-2024,7:30 AM,8:00 AM,08:00:00,ON TIME  ,,No
5e9834f5-d755-4310-ba17,06-01-2024,11:55 AM,online,CC,,Standard,Off-Peak,10.0,London Euston  ,Birmingham New Street  ,2024/01/06,1:15 PM,14:35:00,14:35:00, On Time,,false
8070c6c5-fa50-471b-afd9,14/01/2024,2:23 PM,online,credit card, DISABLED  ,First Class,off-peak,NULL, London Euston,Birmingham New Street,01/14/2024,3:45 PM,17:05:00,,Cancelled,Technical Issue,no
6F305EF1-4F62-411D-AA3A,03/23/2024,09:30:48,Station,Credit Card,,Standard,Advance  ,76.0,Liverpool Lime Street  ,London Euston,2024-03-24,08:00:00,10:15:00,10:59:00,DELAYED  ,Weather,None
c343df8d-7e12-4c73-b8d7,24-01-2024,05:50:58,online,,,Standard,Anytime  ,-70.0,London Kings Cross,York,2024-01-24,07:15:00,9:05 AM,09:05:00,On Time,,0
383a3b48-05b4-4e67-b334,11-04-2024,1:13 AM,online,NULL,,Standard  ,OFF-PEAK,5.0,Liverpool Lime Street, Manchester Piccadilly,11-04-2024,02:30:00,03:00:00,03:00:00,On Time,,No
dca00707-be89-4f86-a476,2024-02-09,9:35 AM,Online  ,Contactless,None, Standard,ADVANCE,13.0,LONDON PADDINGTON  , READING,16/02/2024,08:00:00,09:00:00,9:00 AM,on time,,N
9a19c436-051a-49a7-9174,2024/02/09,3:05 AM, online,CC,,Standard,Off-Peak,19.0,london paddington,READING,2024-02-09,04:30:00,5:30 AM,5:30 AM,on time,,false
84ef08b0-76ba-4696-bf3e,10/03/2024,01:56:08,Station,CONTACTLESS  ,,Std,Advance,3.0,liverpool lime street,Manchester Piccadilly,03/11/2024,12:15 AM,00:45:00,12:45 AM, On Time,,no
97c7951e-078e-4fb5-8b69,09-02-2024,08:17:55,online,credit card,,STANDARD,advance,13.0,London Paddington,Reading,28-02-2024,07:45:00,08:45:00,08:45:00,On Time  ,,FALSE
5585B6D9-D5D1-41B6-B423,2024-01-26,09:04:12,Online,Creditcard,,Standrd, ADVANCE,3.0,Liverpool Lime Street  ,Manchester Piccadilly  ,"January 27, 2024",07:30:00,08:00:00,None,On Time,,FALSE
e559565b-d3bb-4daf-a9e0,2024-04-08,11:17:14,STATION,Contactless,,Standard,Off-Peak,£10.00,London Euston,Birmingham New Street,04/08/2024,12:45:00,14:05:00,14:05:00,On-Time,,FALSE
af641fd8213447909dae,03/02/2024,16:30:31,Station  ,Credit Card,,standard,advance,£13.00,London Paddington,READING,2024-02-09,15:00:00,16:00:00,16:00:00, On Time,,No
658394e3-fe68-42cc-9b95,2024-02-13,01:36:38,ONLINE  ,CC,Senior,Standard  ,Advance,2.0, Liverpool Lime Street,Manchester Piccadilly,26-02-2024,12:00 AM,00:30:00,12:30 AM,On Time  ,,N
9bcec9e5-1b5d-486b-8dbd,11/04/2024,00:27:35,Online,Contactless,Disabled,Standard,Advance,24.0,LONDON KINGS CROSS,Edinburgh Waverley,2024-04-13,4:00 PM,20:20:00,20:20:00,On Time,,N
87ff8dd3-54d7-4585-8129,2024-01-22,7:21 AM,Station, Contactless,Disabled, First Class  ,Anytime,-,london euston,Birmingham New Street  ,22-01-2024,08:45:00,10:05:00,n/a,On Time,,0
8a5f1598-757f-4703-a071,2024-01-21,14:31:27,station,CREDIT CARD,Adult, standard,OFF-PEAK,7.0, LONDON EUSTON,Birmingham New Street  ,2024-01-21,4:00 PM,17:20:00,17:20:00,On-Time,,FALSE
0ab069f8-547c-448b-b3f0,05-03-2024,05:14:47,Online,Contactless,,STANDARD, Anytime,70.0,London Kings Cross, York,2024-03-05,06:30:00,08:20:00,08:20:00,On Time,,N
f9b4bf6166c94867a99e,2024/03/01,14:44:21,Station  ,NULL,N/A,Standrd,ANYTIME,, Liverpool Lime Street,Manchester Piccadilly,01/03/2024,4:00 PM,16:30:00,16:30:00,On Time,,false
ee5d5caf-8d67-4e35-abf0,2024-01-11,02:48:07, Station,Credit Card,,STANDARD,Off-Peak,12.00 GBP,london st pancras,Birmingham New Street,"January 11, 2024",04:15:00,05:35:00,05:35:00,On-Time,,FALSE
671e3bad-4da9-4f54-bef1,2024/04/05,20:24:10,ONLINE  ,Credit Card,,Standrd,Advance,8.0,London St Pancras,Birmingham New Street,06-04-2024,6:45 PM,20:05:00,20:05:00,On Time,,N
8777c884-ef4b-4d29-9cf4,04/30/2024,02:52:18,Station, Contactless  ,,Standard,Off-Peak,5.0,Liverpool Lime Street  , Manchester Piccadilly,04/30/2024,04:15:00,04:45:00,,Cancelled,TRAFFIC,FALSE
49ce31fa-839c-43fc-8dd4,2024/03/17,17:51:45, Online  ,Contactless  ,Adult  , STANDARD  , Advance,7.0,Birmingham New Street,manchester piccadilly,18-03-2024,16:15:00,17:35:00,17:35:00,On Time,,no
08cc3f66-dd9f-42a4-929b,2024/04/16,13:42:02,Station, CREDIT CARD,,Standard,OFF-PEAK,19.0, LONDON PADDINGTON,Reading,04/16/2024,15:00:00,4:00 PM,4:00 PM,On Time,,FALSE
613709f6-015b-49e2-82c9,23-04-2024,03:23:04, Station,CC,,Standard,advance,8.0,London St Pancras,Birmingham New Street,2024/04/24,01:45:00,03:05:00,3:05 AM,On Time,,FALSE
853491ec-7bbe-4851-a537,2024-02-09,04:51:33,Online,Credit Card,Senior,Standard,Anytime,3.0, Manchester Piccadilly  , Liverpool Lime Street  ,2024-02-09,06:15:00,6:45 AM,06:45:00,On Time,,FALSE
26f670c0-863d-42d8-a027,2024/04/03,7:37 PM,Station,Credit Card,,Std,Advance,£3.00,Manchester Piccadilly  ,Liverpool Lime Street,04-04-2024,5:45 PM,18:15:00,7:22 PM,Delayed,Technical Issue  ,FALSE
0719d940-df50-4c9a-af8d,2024-02-11,17:28:08, Online,n/a,,Standard,Off-Peak,10.0, Birmingham New Street,Nuneaton,11/02/2024,18:45:00,7:05 PM,19:05:00,ON TIME,,0
a36e3bdb-60f8-41f2-9a10,2024/01/31,06:10:13,Online,Credit Card,,Standard,Anytime,70.0,LONDON KINGS CROSS,York,2024/01/31,07:30:00,09:20:00,09:20:00,OnTime,,
05f7a669-6a67-421a-87ae,2024-01-08,16:18:26,Station,CONTACTLESS,,standard  ,Advance,35.0,london kings cross,York  ,09-01-2024,14:45:00,4:35 PM,16:35:00,OnTime,,false
f4390dda-bf74-4a45-8999,2024-01-14,07:54:08,Online  ,Debit Crad,Senior,standard,Advance,8.0,london paddington,Reading,2024-01-15,06:15:00,07:15:00,7:15 AM,On Time,,No
66ed69a5-af49-4db7-a4df,22/03/2024,20:33:03,Station,contactless,,Standrd,Off-Peak,,london kings cross  ,york,03/22/2024,22:00:00,23:50:00,11:50 PM,On Time,,0
9b984f02-b07d-4d3d-896c,2024-02-11,15:44:17,station,Credit Card,,Standard,off-peak,19.0,London Paddington,Reading,2024-02-11,17:00:00,18:00:00,18:00:00,ON TIME,,No
25DEA949-802E-4766-9285,02-04-2024,17:41:41,Online  ,Contacless,Adult,STANDARD,Off-Peak,NULL,Liverpool Lime Street  ,Leeds,2024-04-02,19:00:00,20:30:00,20:30:00, ON TIME,,No
877a88f7-5921-44ca-826e,02/08/2024,23:03:47, Online,Credit Card,Adult,STANDARD, Advance,-,Manchester Piccadilly,Leeds,2024-02-09,9:30 PM,22:15:00,NULL,On Time,,no
dc695141-a2af-4436-adac,10-04-2024,21:48:27,station,Contacless,,Standard,Advance,NULL,LIVERPOOL LIME STREET,Manchester Piccadilly,11-04-2024,20:15:00,8:45 PM,20:45:00,On Time,,FALSE
46839A08-3200-4130-98C3,17-02-2024,08:29:31,Online,Credit Card,,Standard,Advance,35.0,London Kings Cross  , York,2024-02-18,07:45:00,9:35 AM,09:35:00,ON TIME,,-
59d44962-7ab2-461e-9259,05/04/2024,08:29:51,online,Credit Crad,,Standard,advance  ,NULL,London Paddington,OXFORD,06-04-2024,07:45:00,09:15:00,9:15 AM,On Time,,No
cff45c5f-8c5c-45e6-9aaf,11/02/2024,02:29:39, Station,Credit Card,,standard,Advance,£3.00,Liverpool Lime Street,Manchester Piccadilly,2024-02-24,00:45:00,1:15 AM,01:15:00, On Time,,0
16692e96-e7da-4457-a6b1,29/03/2024,07:53:55,Online,Contactless,None,STANDARD  ,Off-Peak,3.0,Manchester Piccadilly,Liverpool Lime Street,2024-03-29,9:15 AM,09:45:00,9:45 AM,OnTime,,false
0ff3857d-5ff3-47d2-8d79,2024/01/13,8:10 PM,Online,Credit Card,None, STANDARD,Off-Peak,4.0,Manchester Piccadilly,Liverpool Lime Street  ,"January 13, 2024",21:30:00,10:00 PM,22:00:00,ON TIME,-,N
a9b958eb-96a2-482c-a58b,01-01-2024,05:14:54,Online,Credit Card,disabled,Standard,ANYTIME,29.0,Birmingham New Street,LONDON ST PANCRAS,2024-01-01,6:30 AM,07:50:00,07:50:00,On Time,,0
C3B0B58C-477D-4506-9EC3,2024-04-06,5:48 PM,Online,Credit Crad,,Standard,advance,35.00 GBP,London Kings Cross,York,2024-04-07,16:15:00,18:05:00,18:05:00,ON TIME,,FALSE
618f6d42-e9b1-40df-b276,2024/02/08,08:06:26,Online  ,-,DISABLED, first class,Advance  ,36.0,LONDON ST PANCRAS,Wolverhampton,02/14/2024,06:30:00,08:00:00,8:00 AM,OnTime,,no
